,trade_date
5695,2014-04-02
5696,2014-04-03
5697,2014-04-04
5698,2014-04-08
5699,2014-04-09
5700,2014-04-10
5701,2014-04-11
5702,2014-04-14
5703,2014-04-15
5704,2014-04-16
5705,2014-04-17
5706,2014-04-18
5707,2014-04-21
5708,2014-04-22
5709,2014-04-23
5710,2014-04-24
5711,2014-04-25
5712,2014-04-28
5713,2014-04-29
5714,2014-04-30
5715,2014-05-05
5716,2014-05-06
5717,2014-05-07
5718,2014-05-08
5719,2014-05-09
5720,2014-05-12
5721,2014-05-13
5722,2014-05-14
5723,2014-05-15
5724,2014-05-16
5725,2014-05-19
5726,2014-05-20
5727,2014-05-21
5728,2014-05-22
5729,2014-05-23
5730,2014-05-26
5731,2014-05-27
5732,2014-05-28
5733,2014-05-29
5734,2014-05-30
5735,2014-06-03
5736,2014-06-04
5737,2014-06-05
5738,2014-06-06
5739,2014-06-09
5740,2014-06-10
5741,2014-06-11
5742,2014-06-12
5743,2014-06-13
5744,2014-06-16
5745,2014-06-17
5746,2014-06-18
5747,2014-06-19
5748,2014-06-20
5749,2014-06-23
5750,2014-06-24
5751,2014-06-25
5752,2014-06-26
5753,2014-06-27
5754,2014-06-30
5755,2014-07-01
5756,2014-07-02
5757,2014-07-03
5758,2014-07-04
5759,2014-07-07
5760,2014-07-08
5761,2014-07-09
5762,2014-07-10
5763,2014-07-11
5764,2014-07-14
5765,2014-07-15
5766,2014-07-16
5767,2014-07-17
5768,2014-07-18
5769,2014-07-21
5770,2014-07-22
5771,2014-07-23
5772,2014-07-24
5773,2014-07-25
5774,2014-07-28
5775,2014-07-29
5776,2014-07-30
5777,2014-07-31
5778,2014-08-01
5779,2014-08-04
5780,2014-08-05
5781,2014-08-06
5782,2014-08-07
5783,2014-08-08
5784,2014-08-11
5785,2014-08-12
5786,2014-08-13
5787,2014-08-14
5788,2014-08-15
5789,2014-08-18
5790,2014-08-19
5791,2014-08-20
5792,2014-08-21
5793,2014-08-22
5794,2014-08-25
5795,2014-08-26
5796,2014-08-27
5797,2014-08-28
5798,2014-08-29
5799,2014-09-01
5800,2014-09-02
5801,2014-09-03
5802,2014-09-04
5803,2014-09-05
5804,2014-09-09
5805,2014-09-10
5806,2014-09-11
5807,2014-09-12
5808,2014-09-15
5809,2014-09-16
5810,2014-09-17
5811,2014-09-18
5812,2014-09-19
5813,2014-09-22
5814,2014-09-23
5815,2014-09-24
5816,2014-09-25
5817,2014-09-26
5818,2014-09-29
5819,2014-09-30
5820,2014-10-08
5821,2014-10-09
5822,2014-10-10
5823,2014-10-13
5824,2014-10-14
5825,2014-10-15
5826,2014-10-16
5827,2014-10-17
5828,2014-10-20
5829,2014-10-21
5830,2014-10-22
5831,2014-10-23
5832,2014-10-24
5833,2014-10-27
5834,2014-10-28
5835,2014-10-29
5836,2014-10-30
5837,2014-10-31
5838,2014-11-03
5839,2014-11-04
5840,2014-11-05
5841,2014-11-06
5842,2014-11-07
5843,2014-11-10
5844,2014-11-11
5845,2014-11-12
5846,2014-11-13
5847,2014-11-14
5848,2014-11-17
5849,2014-11-18
5850,2014-11-19
5851,2014-11-20
5852,2014-11-21
5853,2014-11-24
5854,2014-11-25
5855,2014-11-26
5856,2014-11-27
5857,2014-11-28
5858,2014-12-01
5859,2014-12-02
5860,2014-12-03
5861,2014-12-04
5862,2014-12-05
5863,2014-12-08
5864,2014-12-09
5865,2014-12-10
5866,2014-12-11
5867,2014-12-12
5868,2014-12-15
5869,2014-12-16
5870,2014-12-17
5871,2014-12-18
5872,2014-12-19
5873,2014-12-22
5874,2014-12-23
5875,2014-12-24
5876,2014-12-25
5877,2014-12-26
5878,2014-12-29
5879,2014-12-30
5880,2014-12-31
5881,2015-01-05
5882,2015-01-06
5883,2015-01-07
5884,2015-01-08
5885,2015-01-09
5886,2015-01-12
5887,2015-01-13
5888,2015-01-14
5889,2015-01-15
5890,2015-01-16
5891,2015-01-19
5892,2015-01-20
5893,2015-01-21
5894,2015-01-22
5895,2015-01-23
5896,2015-01-26
5897,2015-01-27
5898,2015-01-28
5899,2015-01-29
5900,2015-01-30
5901,2015-02-02
5902,2015-02-03
5903,2015-02-04
5904,2015-02-05
5905,2015-02-06
5906,2015-02-09
5907,2015-02-10
5908,2015-02-11
5909,2015-02-12
5910,2015-02-13
5911,2015-02-16
5912,2015-02-17
5913,2015-02-25
5914,2015-02-26
5915,2015-02-27
5916,2015-03-02
5917,2015-03-03
5918,2015-03-04
5919,2015-03-05
5920,2015-03-06
5921,2015-03-09
5922,2015-03-10
5923,2015-03-11
5924,2015-03-12
5925,2015-03-13
5926,2015-03-16
5927,2015-03-17
5928,2015-03-18
5929,2015-03-19
5930,2015-03-20
5931,2015-03-23
5932,2015-03-24
5933,2015-03-25
5934,2015-03-26
5935,2015-03-27
5936,2015-03-30
5937,2015-03-31
5938,2015-04-01
5939,2015-04-02
5940,2015-04-03
5941,2015-04-07
5942,2015-04-08
5943,2015-04-09
5944,2015-04-10
5945,2015-04-13
5946,2015-04-14
5947,2015-04-15
5948,2015-04-16
5949,2015-04-17
5950,2015-04-20
5951,2015-04-21
5952,2015-04-22
5953,2015-04-23
5954,2015-04-24
5955,2015-04-27
5956,2015-04-28
5957,2015-04-29
5958,2015-04-30
5959,2015-05-04
5960,2015-05-05
5961,2015-05-06
5962,2015-05-07
5963,2015-05-08
5964,2015-05-11
5965,2015-05-12
5966,2015-05-13
5967,2015-05-14
5968,2015-05-15
5969,2015-05-18
5970,2015-05-19
5971,2015-05-20
5972,2015-05-21
5973,2015-05-22
5974,2015-05-25
5975,2015-05-26
5976,2015-05-27
5977,2015-05-28
5978,2015-05-29
5979,2015-06-01
5980,2015-06-02
5981,2015-06-03
5982,2015-06-04
5983,2015-06-05
5984,2015-06-08
5985,2015-06-09
5986,2015-06-10
5987,2015-06-11
5988,2015-06-12
5989,2015-06-15
5990,2015-06-16
5991,2015-06-17
5992,2015-06-18
5993,2015-06-19
5994,2015-06-23
5995,2015-06-24
5996,2015-06-25
5997,2015-06-26
5998,2015-06-29
5999,2015-06-30
6000,2015-07-01
6001,2015-07-02
6002,2015-07-03
6003,2015-07-06
6004,2015-07-07
6005,2015-07-08
6006,2015-07-09
6007,2015-07-10
6008,2015-07-13
6009,2015-07-14
6010,2015-07-15
6011,2015-07-16
6012,2015-07-17
6013,2015-07-20
6014,2015-07-21
6015,2015-07-22
6016,2015-07-23
6017,2015-07-24
6018,2015-07-27
6019,2015-07-28
6020,2015-07-29
6021,2015-07-30
6022,2015-07-31
6023,2015-08-03
6024,2015-08-04
6025,2015-08-05
6026,2015-08-06
6027,2015-08-07
6028,2015-08-10
6029,2015-08-11
6030,2015-08-12
6031,2015-08-13
6032,2015-08-14
6033,2015-08-17
6034,2015-08-18
6035,2015-08-19
6036,2015-08-20
6037,2015-08-21
6038,2015-08-24
6039,2015-08-25
6040,2015-08-26
6041,2015-08-27
6042,2015-08-28
6043,2015-08-31
6044,2015-09-01
6045,2015-09-02
6046,2015-09-07
6047,2015-09-08
6048,2015-09-09
6049,2015-09-10
6050,2015-09-11
6051,2015-09-14
6052,2015-09-15
6053,2015-09-16
6054,2015-09-17
6055,2015-09-18
6056,2015-09-21
6057,2015-09-22
6058,2015-09-23
6059,2015-09-24
6060,2015-09-25
6061,2015-09-28
6062,2015-09-29
6063,2015-09-30
6064,2015-10-08
6065,2015-10-09
6066,2015-10-12
6067,2015-10-13
6068,2015-10-14
6069,2015-10-15
6070,2015-10-16
6071,2015-10-19
6072,2015-10-20
6073,2015-10-21
6074,2015-10-22
6075,2015-10-23
6076,2015-10-26
6077,2015-10-27
6078,2015-10-28
6079,2015-10-29
6080,2015-10-30
6081,2015-11-02
6082,2015-11-03
6083,2015-11-04
6084,2015-11-05
6085,2015-11-06
6086,2015-11-09
6087,2015-11-10
6088,2015-11-11
6089,2015-11-12
6090,2015-11-13
6091,2015-11-16
6092,2015-11-17
6093,2015-11-18
6094,2015-11-19
6095,2015-11-20
6096,2015-11-23
6097,2015-11-24
6098,2015-11-25
6099,2015-11-26
6100,2015-11-27
6101,2015-11-30
6102,2015-12-01
6103,2015-12-02
6104,2015-12-03
6105,2015-12-04
6106,2015-12-07
6107,2015-12-08
6108,2015-12-09
6109,2015-12-10
6110,2015-12-11
6111,2015-12-14
6112,2015-12-15
6113,2015-12-16
6114,2015-12-17
6115,2015-12-18
6116,2015-12-21
6117,2015-12-22
6118,2015-12-23
6119,2015-12-24
6120,2015-12-25
6121,2015-12-28
6122,2015-12-29
6123,2015-12-30
6124,2015-12-31
6125,2016-01-04
6126,2016-01-05
6127,2016-01-06
6128,2016-01-07
6129,2016-01-08
6130,2016-01-11
6131,2016-01-12
6132,2016-01-13
6133,2016-01-14
6134,2016-01-15
6135,2016-01-18
6136,2016-01-19
6137,2016-01-20
6138,2016-01-21
6139,2016-01-22
6140,2016-01-25
6141,2016-01-26
6142,2016-01-27
6143,2016-01-28
6144,2016-01-29
6145,2016-02-01
6146,2016-02-02
6147,2016-02-03
6148,2016-02-04
6149,2016-02-05
6150,2016-02-15
6151,2016-02-16
6152,2016-02-17
6153,2016-02-18
6154,2016-02-19
6155,2016-02-22
6156,2016-02-23
6157,2016-02-24
6158,2016-02-25
6159,2016-02-26
6160,2016-02-29
6161,2016-03-01
6162,2016-03-02
6163,2016-03-03
6164,2016-03-04
6165,2016-03-07
6166,2016-03-08
6167,2016-03-09
6168,2016-03-10
6169,2016-03-11
6170,2016-03-14
6171,2016-03-15
6172,2016-03-16
6173,2016-03-17
6174,2016-03-18
6175,2016-03-21
6176,2016-03-22
6177,2016-03-23
6178,2016-03-24
6179,2016-03-25
6180,2016-03-28
6181,2016-03-29
6182,2016-03-30
6183,2016-03-31
6184,2016-04-01
6185,2016-04-05
6186,2016-04-06
6187,2016-04-07
6188,2016-04-08
6189,2016-04-11
6190,2016-04-12
6191,2016-04-13
6192,2016-04-14
6193,2016-04-15
6194,2016-04-18
6195,2016-04-19
6196,2016-04-20
6197,2016-04-21
6198,2016-04-22
6199,2016-04-25
6200,2016-04-26
6201,2016-04-27
6202,2016-04-28
6203,2016-04-29
6204,2016-05-03
6205,2016-05-04
6206,2016-05-05
6207,2016-05-06
6208,2016-05-09
6209,2016-05-10
6210,2016-05-11
6211,2016-05-12
6212,2016-05-13
6213,2016-05-16
6214,2016-05-17
6215,2016-05-18
6216,2016-05-19
6217,2016-05-20
6218,2016-05-23
6219,2016-05-24
6220,2016-05-25
6221,2016-05-26
6222,2016-05-27
6223,2016-05-30
6224,2016-05-31
6225,2016-06-01
6226,2016-06-02
6227,2016-06-03
6228,2016-06-06
6229,2016-06-07
6230,2016-06-08
6231,2016-06-13
6232,2016-06-14
6233,2016-06-15
6234,2016-06-16
6235,2016-06-17
6236,2016-06-20
6237,2016-06-21
6238,2016-06-22
6239,2016-06-23
6240,2016-06-24
6241,2016-06-27
6242,2016-06-28
6243,2016-06-29
6244,2016-06-30
6245,2016-07-01
6246,2016-07-04
6247,2016-07-05
6248,2016-07-06
6249,2016-07-07
6250,2016-07-08
6251,2016-07-11
6252,2016-07-12
6253,2016-07-13
6254,2016-07-14
6255,2016-07-15
6256,2016-07-18
6257,2016-07-19
6258,2016-07-20
6259,2016-07-21
6260,2016-07-22
6261,2016-07-25
6262,2016-07-26
6263,2016-07-27
6264,2016-07-28
6265,2016-07-29
6266,2016-08-01
6267,2016-08-02
6268,2016-08-03
6269,2016-08-04
6270,2016-08-05
6271,2016-08-08
6272,2016-08-09
6273,2016-08-10
6274,2016-08-11
6275,2016-08-12
6276,2016-08-15
6277,2016-08-16
6278,2016-08-17
6279,2016-08-18
6280,2016-08-19
6281,2016-08-22
6282,2016-08-23
6283,2016-08-24
6284,2016-08-25
6285,2016-08-26
6286,2016-08-29
6287,2016-08-30
6288,2016-08-31
6289,2016-09-01
6290,2016-09-02
6291,2016-09-05
6292,2016-09-06
6293,2016-09-07
6294,2016-09-08
6295,2016-09-09
6296,2016-09-12
6297,2016-09-13
6298,2016-09-14
6299,2016-09-19
6300,2016-09-20
6301,2016-09-21
6302,2016-09-22
6303,2016-09-23
6304,2016-09-26
6305,2016-09-27
6306,2016-09-28
6307,2016-09-29
6308,2016-09-30
6309,2016-10-10
6310,2016-10-11
6311,2016-10-12
6312,2016-10-13
6313,2016-10-14
6314,2016-10-17
6315,2016-10-18
6316,2016-10-19
6317,2016-10-20
6318,2016-10-21
6319,2016-10-24
6320,2016-10-25
6321,2016-10-26
6322,2016-10-27
6323,2016-10-28
6324,2016-10-31
6325,2016-11-01
6326,2016-11-02
6327,2016-11-03
6328,2016-11-04
6329,2016-11-07
6330,2016-11-08
6331,2016-11-09
6332,2016-11-10
6333,2016-11-11
6334,2016-11-14
6335,2016-11-15
6336,2016-11-16
6337,2016-11-17
6338,2016-11-18
6339,2016-11-21
6340,2016-11-22
6341,2016-11-23
6342,2016-11-24
6343,2016-11-25
6344,2016-11-28
6345,2016-11-29
6346,2016-11-30
6347,2016-12-01
6348,2016-12-02
6349,2016-12-05
6350,2016-12-06
6351,2016-12-07
6352,2016-12-08
6353,2016-12-09
6354,2016-12-12
6355,2016-12-13
6356,2016-12-14
6357,2016-12-15
6358,2016-12-16
6359,2016-12-19
6360,2016-12-20
6361,2016-12-21
6362,2016-12-22
6363,2016-12-23
6364,2016-12-26
6365,2016-12-27
6366,2016-12-28
6367,2016-12-29
6368,2016-12-30
6369,2017-01-03
6370,2017-01-04
6371,2017-01-05
6372,2017-01-06
6373,2017-01-09
6374,2017-01-10
6375,2017-01-11
6376,2017-01-12
6377,2017-01-13
6378,2017-01-16
6379,2017-01-17
6380,2017-01-18
6381,2017-01-19
6382,2017-01-20
6383,2017-01-23
6384,2017-01-24
6385,2017-01-25
6386,2017-01-26
6387,2017-02-03
6388,2017-02-06
6389,2017-02-07
6390,2017-02-08
6391,2017-02-09
6392,2017-02-10
6393,2017-02-13
6394,2017-02-14
6395,2017-02-15
6396,2017-02-16
6397,2017-02-17
6398,2017-02-20
6399,2017-02-21
6400,2017-02-22
6401,2017-02-23
6402,2017-02-24
6403,2017-02-27
6404,2017-02-28
6405,2017-03-01
6406,2017-03-02
6407,2017-03-03
6408,2017-03-06
6409,2017-03-07
6410,2017-03-08
6411,2017-03-09
6412,2017-03-10
6413,2017-03-13
6414,2017-03-14
6415,2017-03-15
6416,2017-03-16
6417,2017-03-17
6418,2017-03-20
6419,2017-03-21
6420,2017-03-22
6421,2017-03-23
6422,2017-03-24
6423,2017-03-27
6424,2017-03-28
6425,2017-03-29
6426,2017-03-30
6427,2017-03-31
6428,2017-04-05
6429,2017-04-06
6430,2017-04-07
6431,2017-04-10
6432,2017-04-11
6433,2017-04-12
6434,2017-04-13
6435,2017-04-14
6436,2017-04-17
6437,2017-04-18
6438,2017-04-19
6439,2017-04-20
6440,2017-04-21
6441,2017-04-24
6442,2017-04-25
6443,2017-04-26
6444,2017-04-27
6445,2017-04-28
6446,2017-05-02
6447,2017-05-03
6448,2017-05-04
6449,2017-05-05
6450,2017-05-08
6451,2017-05-09
6452,2017-05-10
6453,2017-05-11
6454,2017-05-12
6455,2017-05-15
6456,2017-05-16
6457,2017-05-17
6458,2017-05-18
6459,2017-05-19
6460,2017-05-22
6461,2017-05-23
6462,2017-05-24
6463,2017-05-25
6464,2017-05-26
6465,2017-05-31
6466,2017-06-01
6467,2017-06-02
6468,2017-06-05
6469,2017-06-06
6470,2017-06-07
6471,2017-06-08
6472,2017-06-09
6473,2017-06-12
6474,2017-06-13
6475,2017-06-14
6476,2017-06-15
6477,2017-06-16
6478,2017-06-19
6479,2017-06-20
6480,2017-06-21
6481,2017-06-22
6482,2017-06-23
6483,2017-06-26
6484,2017-06-27
6485,2017-06-28
6486,2017-06-29
6487,2017-06-30
6488,2017-07-03
6489,2017-07-04
6490,2017-07-05
6491,2017-07-06
6492,2017-07-07
6493,2017-07-10
6494,2017-07-11
6495,2017-07-12
6496,2017-07-13
6497,2017-07-14
6498,2017-07-17
6499,2017-07-18
6500,2017-07-19
6501,2017-07-20
6502,2017-07-21
6503,2017-07-24
6504,2017-07-25
6505,2017-07-26
6506,2017-07-27
6507,2017-07-28
6508,2017-07-31
6509,2017-08-01
6510,2017-08-02
6511,2017-08-03
6512,2017-08-04
6513,2017-08-07
6514,2017-08-08
6515,2017-08-09
6516,2017-08-10
6517,2017-08-11
6518,2017-08-14
6519,2017-08-15
6520,2017-08-16
6521,2017-08-17
6522,2017-08-18
6523,2017-08-21
6524,2017-08-22
6525,2017-08-23
6526,2017-08-24
6527,2017-08-25
6528,2017-08-28
6529,2017-08-29
6530,2017-08-30
6531,2017-08-31
6532,2017-09-01
6533,2017-09-04
6534,2017-09-05
6535,2017-09-06
6536,2017-09-07
6537,2017-09-08
6538,2017-09-11
6539,2017-09-12
6540,2017-09-13
6541,2017-09-14
6542,2017-09-15
6543,2017-09-18
6544,2017-09-19
6545,2017-09-20
6546,2017-09-21
6547,2017-09-22
6548,2017-09-25
6549,2017-09-26
6550,2017-09-27
6551,2017-09-28
6552,2017-09-29
6553,2017-10-09
6554,2017-10-10
6555,2017-10-11
6556,2017-10-12
6557,2017-10-13
6558,2017-10-16
6559,2017-10-17
6560,2017-10-18
6561,2017-10-19
6562,2017-10-20
6563,2017-10-23
6564,2017-10-24
6565,2017-10-25
6566,2017-10-26
6567,2017-10-27
6568,2017-10-30
6569,2017-10-31
6570,2017-11-01
6571,2017-11-02
6572,2017-11-03
6573,2017-11-06
6574,2017-11-07
6575,2017-11-08
6576,2017-11-09
6577,2017-11-10
6578,2017-11-13
6579,2017-11-14
6580,2017-11-15
6581,2017-11-16
6582,2017-11-17
6583,2017-11-20
6584,2017-11-21
6585,2017-11-22
6586,2017-11-23
6587,2017-11-24
6588,2017-11-27
6589,2017-11-28
6590,2017-11-29
6591,2017-11-30
6592,2017-12-01
6593,2017-12-04
6594,2017-12-05
6595,2017-12-06
6596,2017-12-07
6597,2017-12-08
6598,2017-12-11
6599,2017-12-12
6600,2017-12-13
6601,2017-12-14
6602,2017-12-15
6603,2017-12-18
6604,2017-12-19
6605,2017-12-20
6606,2017-12-21
6607,2017-12-22
6608,2017-12-25
6609,2017-12-26
6610,2017-12-27
6611,2017-12-28
6612,2017-12-29
6613,2018-01-02
6614,2018-01-03
6615,2018-01-04
6616,2018-01-05
6617,2018-01-08
6618,2018-01-09
6619,2018-01-10
6620,2018-01-11
6621,2018-01-12
6622,2018-01-15
6623,2018-01-16
6624,2018-01-17
6625,2018-01-18
6626,2018-01-19
6627,2018-01-22
6628,2018-01-23
6629,2018-01-24
6630,2018-01-25
6631,2018-01-26
6632,2018-01-29
6633,2018-01-30
6634,2018-01-31
6635,2018-02-01
6636,2018-02-02
6637,2018-02-05
6638,2018-02-06
6639,2018-02-07
6640,2018-02-08
6641,2018-02-09
6642,2018-02-12
6643,2018-02-13
6644,2018-02-14
6645,2018-02-22
6646,2018-02-23
6647,2018-02-26
6648,2018-02-27
6649,2018-02-28
6650,2018-03-01
6651,2018-03-02
6652,2018-03-05
6653,2018-03-06
6654,2018-03-07
6655,2018-03-08
6656,2018-03-09
6657,2018-03-12
6658,2018-03-13
6659,2018-03-14
6660,2018-03-15
6661,2018-03-16
6662,2018-03-19
6663,2018-03-20
6664,2018-03-21
6665,2018-03-22
6666,2018-03-23
6667,2018-03-26
6668,2018-03-27
6669,2018-03-28
6670,2018-03-29
6671,2018-03-30
6672,2018-04-02
6673,2018-04-03
6674,2018-04-04
6675,2018-04-09
6676,2018-04-10
6677,2018-04-11
6678,2018-04-12
6679,2018-04-13
6680,2018-04-16
6681,2018-04-17
6682,2018-04-18
6683,2018-04-19
6684,2018-04-20
6685,2018-04-23
6686,2018-04-24
6687,2018-04-25
6688,2018-04-26
6689,2018-04-27
6690,2018-05-02
6691,2018-05-03
6692,2018-05-04
6693,2018-05-07
6694,2018-05-08
6695,2018-05-09
6696,2018-05-10
6697,2018-05-11
6698,2018-05-14
6699,2018-05-15
6700,2018-05-16
6701,2018-05-17
6702,2018-05-18
6703,2018-05-21
6704,2018-05-22
6705,2018-05-23
6706,2018-05-24
6707,2018-05-25
6708,2018-05-28
6709,2018-05-29
6710,2018-05-30
6711,2018-05-31
6712,2018-06-01
6713,2018-06-04
6714,2018-06-05
6715,2018-06-06
6716,2018-06-07
6717,2018-06-08
6718,2018-06-11
6719,2018-06-12
6720,2018-06-13
6721,2018-06-14
6722,2018-06-15
6723,2018-06-19
6724,2018-06-20
6725,2018-06-21
6726,2018-06-22
6727,2018-06-25
6728,2018-06-26
6729,2018-06-27
6730,2018-06-28
6731,2018-06-29
6732,2018-07-02
6733,2018-07-03
6734,2018-07-04
6735,2018-07-05
6736,2018-07-06
6737,2018-07-09
6738,2018-07-10
6739,2018-07-11
6740,2018-07-12
6741,2018-07-13
6742,2018-07-16
6743,2018-07-17
6744,2018-07-18
6745,2018-07-19
6746,2018-07-20
6747,2018-07-23
6748,2018-07-24
6749,2018-07-25
6750,2018-07-26
6751,2018-07-27
6752,2018-07-30
6753,2018-07-31
6754,2018-08-01
6755,2018-08-02
6756,2018-08-03
6757,2018-08-06
6758,2018-08-07
6759,2018-08-08
6760,2018-08-09
6761,2018-08-10
6762,2018-08-13
6763,2018-08-14
6764,2018-08-15
6765,2018-08-16
6766,2018-08-17
6767,2018-08-20
6768,2018-08-21
6769,2018-08-22
6770,2018-08-23
6771,2018-08-24
6772,2018-08-27
6773,2018-08-28
6774,2018-08-29
6775,2018-08-30
6776,2018-08-31
6777,2018-09-03
6778,2018-09-04
6779,2018-09-05
6780,2018-09-06
6781,2018-09-07
6782,2018-09-10
6783,2018-09-11
6784,2018-09-12
6785,2018-09-13
6786,2018-09-14
6787,2018-09-17
6788,2018-09-18
6789,2018-09-19
6790,2018-09-20
6791,2018-09-21
6792,2018-09-25
6793,2018-09-26
6794,2018-09-27
6795,2018-09-28
6796,2018-10-08
6797,2018-10-09
6798,2018-10-10
6799,2018-10-11
6800,2018-10-12
6801,2018-10-15
6802,2018-10-16
6803,2018-10-17
6804,2018-10-18
6805,2018-10-19
6806,2018-10-22
6807,2018-10-23
6808,2018-10-24
6809,2018-10-25
6810,2018-10-26
6811,2018-10-29
6812,2018-10-30
6813,2018-10-31
6814,2018-11-01
6815,2018-11-02
6816,2018-11-05
6817,2018-11-06
6818,2018-11-07
6819,2018-11-08
6820,2018-11-09
6821,2018-11-12
6822,2018-11-13
6823,2018-11-14
6824,2018-11-15
6825,2018-11-16
6826,2018-11-19
6827,2018-11-20
6828,2018-11-21
6829,2018-11-22
6830,2018-11-23
6831,2018-11-26
6832,2018-11-27
6833,2018-11-28
6834,2018-11-29
6835,2018-11-30
6836,2018-12-03
6837,2018-12-04
6838,2018-12-05
6839,2018-12-06
6840,2018-12-07
6841,2018-12-10
6842,2018-12-11
6843,2018-12-12
6844,2018-12-13
6845,2018-12-14
6846,2018-12-17
6847,2018-12-18
6848,2018-12-19
6849,2018-12-20
6850,2018-12-21
6851,2018-12-24
6852,2018-12-25
6853,2018-12-26
6854,2018-12-27
6855,2018-12-28
6856,2019-01-02
6857,2019-01-03
6858,2019-01-04
6859,2019-01-07
6860,2019-01-08
6861,2019-01-09
6862,2019-01-10
6863,2019-01-11
6864,2019-01-14
6865,2019-01-15
6866,2019-01-16
6867,2019-01-17
6868,2019-01-18
6869,2019-01-21
6870,2019-01-22
6871,2019-01-23
6872,2019-01-24
6873,2019-01-25
6874,2019-01-28
6875,2019-01-29
6876,2019-01-30
6877,2019-01-31
6878,2019-02-01
6879,2019-02-11
6880,2019-02-12
6881,2019-02-13
6882,2019-02-14
6883,2019-02-15
6884,2019-02-18
6885,2019-02-19
6886,2019-02-20
6887,2019-02-21
6888,2019-02-22
6889,2019-02-25
6890,2019-02-26
6891,2019-02-27
6892,2019-02-28
6893,2019-03-01
6894,2019-03-04
6895,2019-03-05
6896,2019-03-06
6897,2019-03-07
6898,2019-03-08
6899,2019-03-11
6900,2019-03-12
6901,2019-03-13
6902,2019-03-14
6903,2019-03-15
6904,2019-03-18
6905,2019-03-19
6906,2019-03-20
6907,2019-03-21
6908,2019-03-22
6909,2019-03-25
6910,2019-03-26
6911,2019-03-27
6912,2019-03-28
6913,2019-03-29
6914,2019-04-01
6915,2019-04-02
6916,2019-04-03
6917,2019-04-04
6918,2019-04-08
6919,2019-04-09
6920,2019-04-10
6921,2019-04-11
6922,2019-04-12
6923,2019-04-15
6924,2019-04-16
6925,2019-04-17
6926,2019-04-18
6927,2019-04-19
6928,2019-04-22
6929,2019-04-23
6930,2019-04-24
6931,2019-04-25
6932,2019-04-26
6933,2019-04-29
6934,2019-04-30
6935,2019-05-06
6936,2019-05-07
6937,2019-05-08
6938,2019-05-09
6939,2019-05-10
6940,2019-05-13
6941,2019-05-14
6942,2019-05-15
6943,2019-05-16
6944,2019-05-17
6945,2019-05-20
6946,2019-05-21
6947,2019-05-22
6948,2019-05-23
6949,2019-05-24
6950,2019-05-27
6951,2019-05-28
6952,2019-05-29
6953,2019-05-30
6954,2019-05-31
6955,2019-06-03
6956,2019-06-04
6957,2019-06-05
6958,2019-06-06
6959,2019-06-10
6960,2019-06-11
6961,2019-06-12
6962,2019-06-13
6963,2019-06-14
6964,2019-06-17
6965,2019-06-18
6966,2019-06-19
6967,2019-06-20
6968,2019-06-21
6969,2019-06-24
6970,2019-06-25
6971,2019-06-26
6972,2019-06-27
6973,2019-06-28
6974,2019-07-01
6975,2019-07-02
6976,2019-07-03
6977,2019-07-04
6978,2019-07-05
6979,2019-07-08
6980,2019-07-09
6981,2019-07-10
6982,2019-07-11
6983,2019-07-12
6984,2019-07-15
6985,2019-07-16
6986,2019-07-17
6987,2019-07-18
6988,2019-07-19
6989,2019-07-22
6990,2019-07-23
6991,2019-07-24
6992,2019-07-25
6993,2019-07-26
6994,2019-07-29
6995,2019-07-30
6996,2019-07-31
6997,2019-08-01
6998,2019-08-02
6999,2019-08-05
7000,2019-08-06
7001,2019-08-07
7002,2019-08-08
7003,2019-08-09
7004,2019-08-12
7005,2019-08-13
7006,2019-08-14
7007,2019-08-15
7008,2019-08-16
7009,2019-08-19
7010,2019-08-20
7011,2019-08-21
7012,2019-08-22
7013,2019-08-23
7014,2019-08-26
7015,2019-08-27
7016,2019-08-28
7017,2019-08-29
7018,2019-08-30
7019,2019-09-02
7020,2019-09-03
7021,2019-09-04
7022,2019-09-05
7023,2019-09-06
7024,2019-09-09
7025,2019-09-10
7026,2019-09-11
7027,2019-09-12
7028,2019-09-16
7029,2019-09-17
7030,2019-09-18
7031,2019-09-19
7032,2019-09-20
7033,2019-09-23
7034,2019-09-24
7035,2019-09-25
7036,2019-09-26
7037,2019-09-27
7038,2019-09-30
7039,2019-10-08
7040,2019-10-09
7041,2019-10-10
7042,2019-10-11
7043,2019-10-14
7044,2019-10-15
7045,2019-10-16
7046,2019-10-17
7047,2019-10-18
7048,2019-10-21
7049,2019-10-22
7050,2019-10-23
7051,2019-10-24
7052,2019-10-25
7053,2019-10-28
7054,2019-10-29
7055,2019-10-30
7056,2019-10-31
7057,2019-11-01
7058,2019-11-04
7059,2019-11-05
7060,2019-11-06
7061,2019-11-07
7062,2019-11-08
7063,2019-11-11
7064,2019-11-12
7065,2019-11-13
7066,2019-11-14
7067,2019-11-15
7068,2019-11-18
7069,2019-11-19
7070,2019-11-20
7071,2019-11-21
7072,2019-11-22
7073,2019-11-25
7074,2019-11-26
7075,2019-11-27
7076,2019-11-28
7077,2019-11-29
7078,2019-12-02
7079,2019-12-03
7080,2019-12-04
7081,2019-12-05
7082,2019-12-06
7083,2019-12-09
7084,2019-12-10
7085,2019-12-11
7086,2019-12-12
7087,2019-12-13
7088,2019-12-16
7089,2019-12-17
7090,2019-12-18
7091,2019-12-19
7092,2019-12-20
7093,2019-12-23
